u,v,key,osmid,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,Inverse SP,Cost of return,Edge Betweenness,access,ref,tunnel,bridge,width,junction,Groups
42509193,42466401,0,"[1183960049, 652566262]",residential,,15 mph,Monitor Street,True,False,150.73123330794473,"LINESTRING (-73.9422257 40.7232911, -73.942212 40.7232135, -73.9421472 40.7228184, -73.9420167 40.7220236, -73.942004 40.721946)",595.2946317450634,15.20204774986778,0.0012542074972341,,,,,,,C
42509202,42479294,0,5679529,residential,,25 mph,Newel Street,True,False,244.0589266467481,"LINESTRING (-73.9462848 40.7228676, -73.9463157 40.7229353, -73.9470018 40.7241447, -73.9473708 40.7247916, -73.9473933 40.7248294, -73.947425 40.724885)",419.39311179395577,4.845325294590426,5.200673199557462e-05,,,,,,,C
42509202,2987758893,0,814636123,residential,,15 mph,Driggs Avenue,True,False,61.54081959338938,"LINESTRING (-73.9462848 40.7228676, -73.9468982 40.7227952, -73.9470065 40.7227831)",691.5682688260086,8.417748108555037,0.0048095074410715,,,,,,,C
42509209,42491222,0,587355782,residential,,,Driggs Avenue,True,False,80.3326320947714,"LINESTRING (-73.9481468 40.7226572, -73.9482458 40.722647, -73.9490101 40.722568, -73.949087 40.7225465)",362.3532592018682,5.312844095545532,0.0029842237637189,,,,,,,C
42509209,42479286,0,639389776,residential,1,25 mph,Eckford Street,True,False,202.7696916079154,"LINESTRING (-73.9481468 40.7226572, -73.9481697 40.7227282, -73.9490492 40.7242765, -73.949083 40.724336)",357.7446696945012,7.049592103874922,0.0058850958802215,,,,,,,C
42509213,42466376,0,46717624,tertiary,,,Manhattan Avenue,False,False,129.18026120585264,"LINESTRING (-73.9498712 40.7221719, -73.9498391 40.7221192, -73.9490041 40.7214035, -73.948875 40.721292)",129.18026120585264,1.8176336072864625,0.0049972247423377,,,,,,,B
42509213,42479281,0,221607738,tertiary,,,Manhattan Avenue,False,True,193.9902583698353,"LINESTRING (-73.9498712 40.7221719, -73.9499078 40.7222322, -73.949987 40.7223865, -73.950127 40.7226299, -73.9501974 40.7227516, -73.9506357 40.7235088, -73.9507275 40.7236675, -73.9507562 40.7237172, -73.950788 40.723772)",193.9902583698353,1.9310646140739207,0.0031246888987815,,,,,,,B
42509213,42509216,0,587355766,residential,,,Driggs Avenue,True,False,83.86063304044828,"LINESTRING (-73.9498712 40.7221719, -73.9499418 40.7221332, -73.9505649 40.7217547, -73.9506513 40.7217038)",488.07569147199854,7.317762141447936,0.0091405646874524,,,,,,,C
42509216,42509228,0,497143249,residential,,,Driggs Avenue,True,False,319.7771370497772,"LINESTRING (-73.9506513 40.7217038, -73.9507403 40.7216515, -73.9526659 40.7204906, -73.9527379 40.7204444, -73.9528554 40.720376, -73.9532534 40.7200011, -73.9534135 40.7198509, -73.953469 40.719798)",770.1956162493943,5.74209231753739,0.0076676471637899,,,,,,,C
42509216,42479277,0,587355767,residential,,,Lorimer Street,False,False,215.38392224900133,"LINESTRING (-73.9506513 40.7217038, -73.9506745 40.7217768, -73.9516025 40.7234114, -73.9516433 40.7234878)",215.38392224900133,1.9632842774023136,0.008934592201479,,,,,,,C
42509216,42512058,0,1203375871,residential,,25 mph,Lorimer Street,False,True,302.6152709672303,"LINESTRING (-73.9506513 40.7217038, -73.9506297 40.7216355, -73.9504665 40.7206618, -73.9502698 40.7195283, -73.9501956 40.7190779, -73.9501837 40.7190059)",302.61527096723023,1.832695544474377,0.001225386610767,,,,,,,C
42509228,42514554,0,46816987,residential,,,North 12th Street,True,False,140.35727528752346,"LINESTRING (-73.953469 40.719798, -73.9535433 40.7198444, -73.9546921 40.7205623, -73.954754 40.720601)",949.615478011648,5.742019370229544,0.0019570614576348,,,,,,,C
42509228,42509232,0,497143249,residential,,,Driggs Avenue,True,False,79.09892551175984,"LINESTRING (-73.953469 40.719798, -73.9535153 40.7197551, -73.9540066 40.7192963, -73.954061 40.719246)",410.9092960066315,6.422069891690953,0.0074086113756449,,,,,,,C
42509232,42526495,0,46816996,tertiary,1,25 mph,North 11th Street,True,False,136.3792824229331,"LINESTRING (-73.954061 40.719246, -73.9539969 40.7192062, -73.9528903 40.7185145, -73.9528124 40.7184658)",353.62893909545824,6.392408325269573,0.0041983402926088,,,,,,,B
42509232,42482469,0,497143249,residential,,,Driggs Avenue,True,False,79.20551259714273,"LINESTRING (-73.954061 40.719246, -73.9541158 40.7191949, -73.9545984 40.7187466, -73.954655 40.718694)",360.2448451238978,5.317045105651282,0.0039678318992154,,,,,,,C
42509239,42518976,0,5680142,residential,1,,North 8th Street,True,False,140.20788016287983,"LINESTRING (-73.955844 40.717589, -73.9559107 40.7176304, -73.9563617 40.7179104, -73.9570709 40.7183507, -73.957131 40.718388)",298.617872491491,5.313250415291699,0.0011366934143276,,,,,,,C
42509239,42480069,0,812965805,residential,1,,Driggs Avenue,True,False,79.69092698982462,"LINESTRING (-73.955844 40.717589, -73.9558952 40.7175412, -73.9563842 40.7170832, -73.956439 40.717032)",353.4104159458676,5.305966376191629,0.0032941510153404,,,,,,,C
42509247,42526505,0,685336630,residential,,,North 5th Street,True,False,137.1929484740728,"LINESTRING (-73.957626 40.715927, -73.9575635 40.715888, -73.9571805 40.7156497, -73.9564608 40.7152021, -73.956368 40.715144)",295.6091202783914,5.2856230215874245,0.0006911142917786,,,,,,,C
42509247,42473953,0,812965805,residential,1,,Driggs Avenue,True,False,80.38381963140269,"LINESTRING (-73.957626 40.715927, -73.9576785 40.7158784, -73.9581757 40.7154329, -73.9582409 40.7153744)",358.2183114540036,5.3975406538435005,0.002578676911171,,,,,,,C
42509258,42526516,0,198924568,residential,,,Grand Street,False,False,140.88683313432733,"LINESTRING (-73.959808 40.7138913, -73.9597326 40.7138608, -73.9584505 40.7133495, -73.9583281 40.7133022)",140.88683313432736,1.804771130869816,0.0002397827316048,,,,,,,C
42509258,42520404,0,198924568,residential,,,Grand Street,False,True,141.02463873276895,"LINESTRING (-73.959808 40.7138913, -73.9598847 40.7139223, -73.9612184 40.7144736, -73.9612775 40.7144978)",141.02463873276895,1.74708256284627,0.0004106536083984,,,,,,,C
42509258,42504284,0,812965805,residential,1,,Driggs Avenue,True,False,67.80666819536849,"LINESTRING (-73.959808 40.7138913, -73.9598629 40.7138302, -73.960131 40.7133969, -73.960163 40.713345)",345.2375102368334,5.183581292534784,0.0024776570626785,,,,,,,C
42509264,42520409,0,5681375,residential,,,South 2nd Street,True,False,142.18168849968814,"LINESTRING (-73.9605614 40.7127138, -73.9606456 40.7127446, -73.9619635 40.7132274, -73.9620184 40.7132468, -73.962081 40.713269)",297.80648122100047,5.259106522316701,0.0021002854148235,,,,,,,C
42509264,42474126,0,812965805,residential,1,,Driggs Avenue,True,False,91.71763129659914,"LINESTRING (-73.9605614 40.7127138, -73.9605967 40.7126576, -73.96099 40.7120311, -73.961029 40.711969)",372.1790304410916,4.168771039014212,0.0003169123544515,,,,,,,C
42509922,42527659,0,1029579215,residential,,25 mph,Lorimer Street,False,True,79.9302422015084,"LINESTRING (-73.9497154 40.7161773, -73.9497051 40.7161148, -73.9496098 40.7155359, -73.949598 40.715464)",79.9302422015084,1.771534339190782,0.0014176236844527,,,,,,,C
42509922,42476503,0,1203375876,residential,,25 mph,Lorimer Street,False,False,33.29920957758672,"LINESTRING (-73.9497154 40.7161773, -73.9497269 40.7162418, -73.9497584 40.7164192, -73.9497643 40.7164744)",33.29920957758672,1.583496116893167,0.002698069341057,,,,,,,C
42509933,42491203,0,46817006,residential,,,Jackson Street,True,False,140.13977892800835,"LINESTRING (-73.946417 40.716487, -73.9465099 40.7164782, -73.9479317 40.7163438, -73.9479952 40.7163378, -73.948067 40.716331)",299.58169150463334,5.298367019586128,0.0001499155683032,,,,,,,C
42509933,42505939,0,685311604,residential,,,Manhattan Avenue,True,False,79.66188198707452,"LINESTRING (-73.946417 40.716487, -73.9464283 40.716556, -73.9465243 40.7171447, -73.946533 40.717198)",365.2521544667492,5.301243310707242,0.002977884342663,,,,,,,C
42509952,42505929,0,198924653,tertiary,,,Union Avenue,False,False,79.30318326409305,"LINESTRING (-73.9519261 40.7159585, -73.9520397 40.7166129, -73.9520488 40.7166656)",79.30318326409305,1.681230725032248,0.000698275489638,,,,,,,B
42509952,10003855163,0,198924653,tertiary,,,Union Avenue,False,True,49.25890218400587,"LINESTRING (-73.9519261 40.7159585, -73.9518718 40.7156458, -73.9518617 40.7155876, -73.9518508 40.7155192)",49.25890218400587,1.425312571073547,0.0007467016227039,,,,,,,B
42510089,42479397,0,5679411,residential,,,Sutton Street,True,False,209.2964621544883,"LINESTRING (-73.941043 40.727841, -73.9410316 40.7277713, -73.9407576 40.7260932, -73.9407508 40.7260518, -73.940738 40.725973)",367.289063632842,4.774988393068724,0.0003479050796137,,,,,,,C
42510089,42490496,0,652566259,secondary,,,Norman Avenue,False,False,78.8084488635788,"LINESTRING (-73.941043 40.727841, -73.9410079 40.7278443, -73.9406384 40.7278789, -73.9403855 40.7279026, -73.940115 40.727929)",78.8084488635788,1.4966129380434423,0.0008044020939812,,,,,,,B
42510089,42495899,0,652566259,secondary,,,Norman Avenue,False,True,80.60572404292893,"LINESTRING (-73.941043 40.727841, -73.9416548 40.7277823, -73.941901 40.7277587, -73.941992 40.72775)",80.60572404292893,1.6929169859054514,0.0021397307013935,,,,,,,B
42511005,42490467,0,5679455,residential,,,Richardson Street,False,True,144.5454366867979,"LINESTRING (-73.936209 40.720576, -73.9363394 40.7205417, -73.9363936 40.7205274, -73.9377437 40.7201719, -73.9378294 40.7201499)",144.54543668679787,1.5269459210797258,9.620658435750202e-05,,,,,,,C
42511005,42484241,0,5680770,secondary,4,,Vandervoort Avenue,False,False,78.68693158041677,"LINESTRING (-73.936209 40.720576, -73.9364823 40.7211863, -73.9365091 40.7212461)",78.68693158041677,1.310155199291423,0.0001574876545644,,,,,,,B
42511011,42520612,0,198924653,tertiary,,,Union Avenue,False,False,10.54158249233934,"LINESTRING (-73.9522867 40.718085, -73.9523019 40.7181791)",10.54158249233934,1.6594560298661705,0.0003771368544825,,,,,,,B
42511011,42511013,0,5679456,residential,,,Richardson Street,True,False,188.7601357064273,"LINESTRING (-73.9522867 40.718085, -73.9521811 40.718095, -73.9509745 40.7182127, -73.9507835 40.718231, -73.9501602 40.7182909, -73.950065 40.7183)",347.3109571488229,4.8435087704722255,0.0036930649551168,,,,,,,C
42511011,42520607,0,198924653,tertiary,,,Union Avenue,False,True,78.82048167335921,"LINESTRING (-73.9522867 40.718085, -73.952244 40.7178205, -73.952213 40.7176285, -73.9521829 40.717442, -73.9521731 40.7173814)",78.82048167335921,1.440371889294602,0.0001974612262224,,,,,,,B
42511013,42491217,0,5679456,residential,,,Richardson Street,True,False,140.0383404596651,"LINESTRING (-73.950065 40.7183, -73.9499768 40.7183083, -73.9485085 40.7184463, -73.948416 40.718455)",290.86660688232064,6.869311840927638,0.0018456520024117,,,,,,,C
42511013,42512058,0,1203375872,residential,,25 mph,Lorimer Street,False,False,79.12854043973766,"LINESTRING (-73.950065 40.7183, -73.9500762 40.7183689, -73.9501292 40.718696, -73.950174 40.7189509, -73.9501837 40.7190059)",79.12854043973766,1.8107785626066537,0.0082956020383821,,,,,,,C
42511013,42527665,0,1203375873,residential,,25 mph,Lorimer Street,False,True,79.52880831048745,"LINESTRING (-73.950065 40.7183, -73.9500558 40.7182444, -73.9499596 40.7176607, -73.949948 40.7175903)",79.52880831048745,1.7824923103832249,0.0008108002133802,,,,,,,C
42511030,42503829,0,5680653,residential,,,North Henry Street,True,False,140.62607290765592,"LINESTRING (-73.942472 40.719022, -73.9424841 40.7190954, -73.9426683 40.7202119, -73.942678 40.720277)",511.3124612594687,15.496013502515735,0.0004530338121239,,,,,,,C
42511030,42511032,0,183028880,residential,,,Richardson Street,True,False,79.25046926939766,"LINESTRING (-73.942472 40.719022, -73.9423967 40.7190292, -73.941539 40.719111)",834.9280610503436,13.566286293197855,0.0038895870078496,,,,,,,C
42511032,42495860,0,183028880,residential,,,Richardson Street,True,False,80.96796165917586,"LINESTRING (-73.941539 40.719111, -73.940686 40.719199, -73.940587 40.719209)",361.8352876971194,7.857145310656043,0.0039183491959735,,,,,,,C
42512055,42509228,0,"[46816987, 46863567]",residential,,,"['Union Avenue', 'North 12th Street']",True,False,153.03397630262955,"LINESTRING (-73.9523974 40.7187824, -73.9524302 40.718871, -73.9524747 40.719148, -73.9524877 40.7191884, -73.9526298 40.7193005, -73.9528504 40.7194133, -73.9531872 40.7196224, -73.9533963 40.7197528, -73.953469 40.719798)",336.9742452157618,6.386382729944151,0.0016980256694898,,,,,,,C
42512055,42526495,0,497137311,residential,,,Roebling Street,True,False,51.00871785784236,"LINESTRING (-73.9523974 40.7187824, -73.9525012 40.7187586, -73.9527604 40.7185276, -73.9528124 40.7184658)",121.49603728106888,2.850479733043467,0.0028459891656946,,,,,,,C
42512058,42509216,0,1203375871,residential,,25 mph,Lorimer Street,False,False,302.61527096723023,"LINESTRING (-73.9501837 40.7190059, -73.9501956 40.7190779, -73.9502698 40.7195283, -73.9504665 40.7206618, -73.9506297 40.7216355, -73.9506513 40.7217038)",302.6152709672303,1.8326955444743789,0.0085789389405747,,,,,,,C
42512058,42511013,0,1203375872,residential,,25 mph,Lorimer Street,False,True,79.12854043973766,"LINESTRING (-73.9501837 40.7190059, -73.950174 40.7189509, -73.9501292 40.718696, -73.9500762 40.7183689, -73.950065 40.7183)",79.12854043973766,1.8107785626066533,0.0009988110063619,,,,,,,C
42512058,42512055,0,1315408217,residential,,,Bayard Street,True,False,188.30949860185487,"LINESTRING (-73.9501837 40.7190059, -73.9502793 40.7189968, -73.9522991 40.7188038, -73.9523974 40.7187824)",383.2677961488523,8.040659488793626,0.0039027354367062,,,,,,,C
42512070,42491220,0,441904430,residential,,,Bayard Street,True,False,143.0310731582618,"LINESTRING (-73.946989 40.719584, -73.9470577 40.7195424, -73.947516 40.719267, -73.9483957 40.7191812, -73.9484548 40.7191755, -73.948532 40.719168)",493.42046807445183,12.611869300450715,0.0038881195492718,,,,,,,C
42512070,42532947,0,685311604,residential,,,Manhattan Avenue,True,False,79.14629752133838,"LINESTRING (-73.946989 40.719584, -73.9470484 40.71964, -73.9475068 40.7200727, -73.947577 40.720139)",298.30441047693995,5.103075292839454,0.0052685871825358,,,,,,,C
42512081,5051959086,0,517754782,residential,,25 mph,Norman Avenue,False,True,62.67911980209028,"LINESTRING (-73.948373 40.726548, -73.9484413 40.7265249, -73.9489612 40.7263515, -73.9490536 40.7263206)",62.67911980209028,1.770564754817404,0.0004337220572407,,,,,,,C
42512081,42512083,0,676204231,residential,,25 mph,Newel Street,True,False,201.63903373795765,"LINESTRING (-73.948373 40.726548, -73.9484149 40.7266214, -73.9492724 40.7281266, -73.9492908 40.7281592, -73.949321 40.728213)",351.00171802778243,8.507999592842525,0.0006881793746231,,,,,,,C
42512081,42478906,0,676204232,residential,,25 mph,Norman Avenue,False,False,76.21233843053255,"LINESTRING (-73.948373 40.726548, -73.9483096 40.7265689, -73.9476186 40.7267972, -73.947544 40.726822)",76.21233843053255,1.767507552289446,0.0004454617258627,,,,,,,C
42512083,2987758883,0,275389163,residential,,25 mph,Meserole Avenue,True,False,62.39275125994288,"LINESTRING (-73.949321 40.728213, -73.9493887 40.7281907, -73.9499102 40.7280186, -73.9499997 40.7279887)",464.0675518012805,8.528592007996858,0.0004007335884128,,,,,,,C
42512083,42496869,0,676204231,residential,,25 mph,Newel Street,True,False,124.95808253582908,"LINESTRING (-73.949321 40.728213, -73.9493586 40.7282795, -73.9498603 40.7291553, -73.9498799 40.7291896, -73.949911 40.729244)",277.11784332273646,5.031312722418923,0.000949269604777,,,,,,,C
42512677,42502933,0,5679582,residential,,25 mph,Norman Avenue,False,False,13.818620749120456,"LINESTRING (-73.9458951 40.7273769, -73.945735 40.7274038)",13.818620749120456,1.5122272109948465,0.0018466498742446,,,,,,,C
42512677,42502930,0,5680640,residential,,25 mph,Humboldt Street,True,False,43.46641926913286,"LINESTRING (-73.9458951 40.7273769, -73.9458455 40.7272974, -73.9456716 40.7270246)",475.96332542486994,7.094978872442347,0.000314505722384,,,,,,,C
42512677,42516618,0,273327708,residential,,25 mph,Moultrie Street,True,False,200.42234531909327,"LINESTRING (-73.9458951 40.7273769, -73.945931 40.7274394, -73.9468112 40.7289806, -73.94684 40.729031)",505.6741734305244,8.534427413241131,0.0016322835252064,,,,,,,C
42512677,42498664,0,676204232,residential,,25 mph,Norman Avenue,False,True,75.91424207496561,"LINESTRING (-73.9458951 40.7273769, -73.9459641 40.7273531, -73.9460134 40.7273361, -73.9466519 40.7271158, -73.946715 40.727094)",75.9142420749656,1.8983109629274253,0.0002501723383353,,,,,,,C
42512889,42516599,0,275389118,residential,1,25 mph,Meserole Avenue,True,False,50.57922879216618,"LINESTRING (-73.9569257 40.7257048, -73.9573258 40.7255725, -73.9573469 40.7255682, -73.9573708 40.7255633, -73.9573919 40.7255614, -73.9574204 40.7255632, -73.9574871 40.7255696)",571.1072629626025,11.632530133037436,0.0003300020849651,,,,,,,C
42513154,5051959088,0,"[955303976, 420570985, 420570999]",primary,"['1', '2']",25 mph,McGuinness Boulevard,True,False,201.66101844888232,"LINESTRING (-73.9501326 40.727944, -73.9500987 40.7278889, -73.9499595 40.7276601, -73.9496484 40.727093, -73.949574 40.7269627, -73.9494198 40.726693, -73.9492447 40.7263866, -73.9492252 40.7263514, -73.9491851 40.7262788)",226.1611249588691,5.316345702172082,0.0607244925176048,,,,,,,B
42513154,42516610,0,517955927,residential,,,Meserole Avenue,True,False,77.74495893690228,"LINESTRING (-73.9501326 40.727944, -73.9502227 40.7279138, -73.9509105 40.7276859, -73.950978 40.727664)",328.42744568408546,5.282701836887315,0.001683233687026,,,,,,,C
42513176,42535635,0,5681753,residential,1,25 mph,Dupont Street,True,False,188.76441237138704,"LINESTRING (-73.9529675 40.7360817, -73.9530484 40.736074, -73.9550783 40.735882, -73.9551909 40.7358732)",348.5649779003126,5.24408124662381,2.952526658439507e-05,,,,,,,C
42513176,277046418,0,25420754,tertiary,1,25 mph,McGuinness Boulevard,True,False,79.93617815884842,"LINESTRING (-73.9529675 40.7360817, -73.9528696 40.7354903, -73.9528619 40.7354446, -73.9528495 40.7353684)",768.8389640871848,13.533912123165113,0.0036054283288534,,,,,,,B
42513233,42509176,0,5679609,tertiary,1,25 mph,McGuinness Boulevard,True,False,80.31652187306388,"LINESTRING (-73.9525296 40.7361199, -73.9526318 40.7367751, -73.9526416 40.7368372)",459.9576558493603,5.8619279767109065,0.0019396867480742,,,,,,,B
42513623,42513628,0,1123880703,secondary,4,,Bushwick Avenue,False,False,81.08529162476572,"LINESTRING (-73.941385 40.713347, -73.9413606 40.7132987, -73.941073 40.7127273, -73.941041 40.712666)",81.08529162476572,1.62647820530341,0.0016920384384925,,,,,,,B
42513623,7722378711,0,1123880703,secondary,4,,Bushwick Avenue,False,True,78.26146654595716,"LINESTRING (-73.941385 40.713347, -73.9414232 40.7134244, -73.941679 40.7139361, -73.9417098 40.7140063)",78.26146654595716,1.6375996256509964,0.0012800347682025,,,,,,,B
42513628,42502970,0,5679748,residential,,,Powers Street,True,False,111.25750228801466,"LINESTRING (-73.941041 40.712666, -73.9411496 40.712655, -73.9422687 40.712545, -73.94235 40.712537)",297.2599010489882,4.60277762818117,1.2620143768677813e-05,,,,,,,C
42513628,42513634,0,1123880703,secondary,4,,Bushwick Avenue,False,False,83.74795435456521,"LINESTRING (-73.941041 40.712666, -73.9410063 40.7125915, -73.9407316 40.7120503, -73.940688 40.711962)",83.74795435456521,1.5864470261538626,0.0014523731035739,,,,,,,B
42513628,42513623,0,1123880703,secondary,4,,Bushwick Avenue,False,True,81.08529162476572,"LINESTRING (-73.941041 40.712666, -73.941073 40.7127273, -73.9413606 40.7132987, -73.941385 40.713347)",81.08529162476572,1.6264782053034117,0.0007609066217366,,,,,,,B
42513634,42502968,0,685311607,primary,,,Grand Street,False,True,131.0288707244207,"LINESTRING (-73.940688 40.711962, -73.9407958 40.7119509, -73.9421498 40.7118092, -73.942228 40.711801)",131.0288707244207,1.4592639679297623,1.87834697952414e-06,,,,,,,B
42513634,42513628,0,1123880703,secondary,4,,Bushwick Avenue,False,True,83.74795435456521,"LINESTRING (-73.940688 40.711962, -73.9407316 40.7120503, -73.9410063 40.7125915, -73.941041 40.712666)",83.74795435456521,1.5864470261538623,0.0002853913442014,,,,,,,B
42513634,42494193,0,1242394350,primary,,,Grand Street,False,False,196.21027680546672,"LINESTRING (-73.940688 40.711962, -73.9405766 40.7119889, -73.9400199 40.7121264, -73.9384713 40.7125009)",196.21027680546675,1.5502040469203673,0.0012180493178782,,,,,,,B
42514447,42491236,0,46141636,secondary,2,25 mph,Greenpoint Avenue,False,False,81.12548001497461,"LINESTRING (-73.9525082 40.7303694, -73.9530773 40.7303161, -73.9534637 40.7302799)",81.12548001497461,1.4836886754554124,0.0010710099683874,,,,,,,B
42514447,2987758879,0,46141636,secondary,2,25 mph,Greenpoint Avenue,False,True,79.74859696248699,"LINESTRING (-73.9525082 40.7303694, -73.9519857 40.7304195, -73.9518065 40.7304367, -73.9516669 40.7304501, -73.9515692 40.7304591)",79.748596962487,1.6907265909282616,0.0007148871207382,,,,,,,B
42514448,42491236,0,46141636,secondary,2,25 mph,Greenpoint Avenue,False,True,67.03550789218659,"LINESTRING (-73.9542532 40.7302057, -73.9541496 40.7302146, -73.9535047 40.730276, -73.9534637 40.7302799)",67.03550789218659,1.7897706125591986,0.0003138600406098,,,,,,,B
42514448,42493355,0,46863496,tertiary,,,Manhattan Avenue,False,False,79.35009828011123,"LINESTRING (-73.9542532 40.7302057, -73.9542745 40.73028, -73.9542885 40.7303404, -73.9543047 40.7304402, -73.9543706 40.730845, -73.9543818 40.7309123)",79.35009828011123,1.8274908898846447,0.0012367740893304,,,,,,,B
42514448,42535489,0,464169421,tertiary,2,25 mph,Manhattan Avenue,False,True,81.30383607480321,"LINESTRING (-73.9542532 40.7302057, -73.9542282 40.7301274, -73.9541226 40.7298765, -73.9539803 40.7295619, -73.9539583 40.7295098)",81.30383607480321,1.6329367070362613,0.0012405894816325,,,,,,,B
42514448,42514451,0,"[227074777, 1203394740]",secondary,2,25 mph,Greenpoint Avenue,False,False,283.8363166027401,"LINESTRING (-73.9542532 40.7302057, -73.9543652 40.7301947, -73.9544097 40.7301908, -73.9544396 40.7301881, -73.954664 40.7301675, -73.9570585 40.7299383, -73.9574498 40.7299009, -73.9575027 40.7298961, -73.9575954 40.7298876)",283.83631660274017,1.7019379832875905,0.0003909309651134,,,,,,,B
42514451,42493352,0,221686900,tertiary,2,25 mph,Franklin Street,False,True,78.94810174726773,"LINESTRING (-73.9575954 40.7298876, -73.9576095 40.7299734, -73.9576361 40.7301324, -73.9577029 40.7305311, -73.9577128 40.730592)",78.94810174726773,1.7691973744363163,0.0026127219501749,,,,,,,B
42514451,42514448,0,"[227074777, 1203394740]",secondary,2,25 mph,Greenpoint Avenue,False,True,283.83631660274017,"LINESTRING (-73.9575954 40.7298876, -73.9575027 40.7298961, -73.9574498 40.7299009, -73.9570585 40.7299383, -73.954664 40.7301675, -73.9544396 40.7301881, -73.9544097 40.7301908, -73.9543652 40.7301947, -73.9542532 40.7302057)",283.8363166027401,1.7019379832875892,0.000221234055182,,,,,,,B
42514451,7725555869,0,827503258,residential,2,25 mph,Greenpoint Avenue,False,False,139.10514256696354,"LINESTRING (-73.9575954 40.7298876, -73.9577011 40.729878, -73.9577471 40.7298738, -73.9579838 40.7298508, -73.9590932 40.7297427, -73.9591552 40.7297371, -73.959233 40.7297295)",139.10514256696354,1.6712540758868406,0.0009201552265943,,,,,,,C
42514451,42520808,0,922165267,secondary,2,25 mph,Franklin Street,False,True,80.5010695046232,"LINESTRING (-73.9575954 40.7298876, -73.9575794 40.7297908, -73.9575407 40.7295555, -73.9574876 40.7292324, -73.9574772 40.7291692)",80.5010695046232,1.7366712144610637,0.0033982231776747,,,,,,,B
42514549,42506300,0,805465681,residential,1,25 mph,North 12th Street,True,False,155.38005884902054,"LINESTRING (-73.956038 40.721397, -73.9561216 40.7214454, -73.957365 40.7222214, -73.9574014 40.722244, -73.9574639 40.7222828)",314.086259623677,5.26407481818941,0.0003791912964914,,,,,,,C
42514549,42488169,0,805465682,residential,,,Berry Street,True,False,79.16550467863638,"LINESTRING (-73.956038 40.721397, -73.9559777 40.7214489, -73.9554455 40.7219494)",548.9884435658922,8.561384603753497,0.0034471775958285,,,,,,,C
42514554,42514549,0,46816987,residential,,,North 12th Street,True,False,139.79716141965258,"LINESTRING (-73.954754 40.720601, -73.9548233 40.7206441, -73.9559721 40.7213562, -73.956038 40.721397)",609.3976457471371,8.801705673247909,0.0011298257081837,,,,,,,C
42514554,42479277,0,464169428,residential,,,Bedford Avenue,True,False,414.4544187128696,"LINESTRING (-73.954754 40.720601, -73.9546963 40.7206547, -73.9536101 40.7216655, -73.9535517 40.7217189, -73.9532029 40.7220538, -73.9517912 40.7233471, -73.9517157 40.7234171, -73.9516433 40.7234878)",675.518334586302,5.494619452205409,0.0103540942329112,,,,,,,C
42514864,7976681097,0,685311603,residential,,,Powers Street,True,False,188.1184454040772,"LINESTRING (-73.949014 40.711904, -73.9491059 40.7118953, -73.9510423 40.7117103, -73.9511096 40.711703, -73.9512284 40.7116926)",345.58208031182414,4.899294776787431,1.027221004427264e-05,,,,,,,C
42514864,42525812,0,1203375861,residential,,25 mph,Lorimer Street,False,False,79.3413728990595,"LINESTRING (-73.949014 40.711904, -73.949025 40.7119708, -73.9491208 40.7125489, -73.949131 40.712612)",79.3413728990595,1.564988758840199,0.0004924204003508,,,,,,,C
42514870,42491177,0,685311603,residential,,,Powers Street,True,False,140.07880716736528,"LINESTRING (-73.945717 40.712218, -73.9458067 40.7122095, -73.9472103 40.7120758, -73.9472881 40.7120684, -73.947366 40.712061)",305.24621377162146,4.399025471654735,1.4557189091312085e-05,,,,,,,C
42514870,42525818,0,685311604,residential,,,Manhattan Avenue,True,False,79.4516714561208,"LINESTRING (-73.945717 40.712218, -73.945728 40.7122847, -73.9458249 40.7128717, -73.945834 40.712927)",365.7847793968829,5.270243047964785,0.0007953038507991,,,,,,,C
42514879,42513628,0,5679748,residential,,,Powers Street,True,False,80.21961292078701,"LINESTRING (-73.9401312 40.7128761, -73.9409167 40.712685, -73.941041 40.712666)",481.25698540375504,6.427004002540307,0.0002484700863851,,,,,,,C
42514906,5782087172,0,1024943816,residential,,,South 5th Street,False,False,22.675406063181,"LINESTRING (-73.9682502 40.7127746, -73.968145 40.7127401, -73.9680033 40.7126936)",22.675406063181,1.281162520480483,0.0002422480620155,,,,,,,C
42514914,42535041,0,"[1258745657, 1258745658, 1258745659]",other,,10 mph,Berry Street,True,False,96.38234076035512,"LINESTRING (-73.964958 40.711678, -73.9649028 40.7117649, -73.964849 40.7118512, -73.9647067 40.7120737, -73.9645453 40.7123281, -73.964495 40.7124073, -73.964462 40.712459)",323.7557412822895,4.389811176179089,0.0010387845780199,,,,,,,C
42516043,42516047,0,5679859,residential,1,25 mph,Green Street,True,False,139.06763242046458,"LINESTRING (-73.9598151 40.7332729, -73.9597306 40.7332848, -73.9582768 40.7334233, -73.9581783 40.7334328)",297.5168349440621,5.066421501278895,0.0007255115208411,,,,,,,C
42516043,42486594,0,879875355,residential,1,25 mph,West Street,True,False,80.10508237209001,"LINESTRING (-73.9598151 40.7332729, -73.9598257 40.7333399, -73.9598396 40.7334266, -73.959905 40.7338353, -73.959919 40.7339226, -73.9599302 40.733988)",672.9481177858171,11.860290770639867,0.0002748256424416,,,,,,,C
