u,v,key,osmid,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,Inverse SP,Cost of return,Edge Betweenness,access,ref,tunnel,bridge,width,junction,Groups
42435556,42424641,0,439842805,residential,,25 mph,Delancey Street,True,False,68.39541537991553,"LINESTRING (-73.977594 40.7148601, -73.977463 40.7148088, -73.9768931 40.7146333, -73.9768477 40.7146195)",702.9666832554594,9.954376465368323,0.0003180276229706,,,,,,,C
42435578,42435581,0,"[962612851, 439933935]",secondary,"['3', '2']",25 mph,8th Avenue,True,False,84.65860624654111,"LINESTRING (-74.0047793 40.7375429, -74.0046972 40.7376179, -74.0045029 40.7377954, -74.0041862 40.7380847, -74.0041378 40.7381289)",268.1659457312363,5.281344236813862,0.0045228247333216,,,,,,,B
42435578,42439078,0,480112476,residential,1,20 mph,West 12th Street,True,False,76.94861843556376,"LINESTRING (-74.0047793 40.7375429, -74.0046763 40.737543, -74.003866 40.737544)",355.4443878081863,8.465993869628148,0.002292992075254,,,,,,,C
42435581,42436427,0,496985714,residential,,25 mph,Jane Street,True,False,124.0423919604676,"LINESTRING (-74.0041378 40.7381289, -74.0042697 40.7381299, -74.0043365 40.7381304, -74.0054696 40.7381387, -74.0055107 40.738139, -74.00561 40.7381397)",228.78216001730985,5.159436096704848,0.0017590719463243,,,,,,,C
42435581,6518638079,0,1027181001,secondary,2,25 mph,8th Avenue,True,False,14.062344055662573,"LINESTRING (-74.0041378 40.7381289, -74.0040751 40.7381873, -74.0040312 40.7382262)",417.0928597615496,9.492990969222236,0.0069954924368358,,,,,,,B
42435596,42435598,0,"[194923811, 983849667]",secondary,"['3', '4']",25 mph,8th Avenue,True,False,88.92452674665141,"LINESTRING (-74.0024948 40.7397428, -74.0024243 40.7398369, -74.0022723 40.740061, -74.0020338 40.7403803, -74.0019879 40.7404441)",620.8155766918517,5.565184009119301,0.0290869073580486,,,,,,,B
42435596,42436439,0,458106348,residential,2,25 mph,West 14th Street,False,False,254.28557809083503,"LINESTRING (-74.0024948 40.7397428, -74.0026637 40.7398087, -74.0029836 40.7399404, -74.0031216 40.7399972, -74.0049754 40.7407786, -74.0050428 40.740807, -74.0051364 40.7408488)",254.28557809083503,1.823667604053096,0.0054251356636105,,,,,,,C
42435596,42439823,0,"[196117074, 1080982438, 1080982439]",residential,"['4', '2']",25 mph,West 14th Street,False,True,271.3709399921734,"LINESTRING (-74.0024948 40.7397428, -74.002375 40.7396956, -74.0021394 40.7395963, -74.0020341 40.7395519, -74.0016834 40.7394065, -74.0005425 40.7389276, -74.0004671 40.7388927, -74.0003767 40.7388467, -74.000331 40.7388233, -74.0001941 40.7387663, -74.0000511 40.7387072, -73.9998072 40.7386063, -73.99968 40.7385578)",271.3709399921735,1.818711051997654,0.005843772246672,,,,,,,C
42435598,42435599,0,420598345,secondary,3,25 mph,8th Avenue,True,False,79.56082651477145,"LINESTRING (-74.0019879 40.7404441, -74.0019502 40.7404995, -74.001592 40.7410256, -74.001555 40.74108)",626.2792679737388,5.288934765452659,0.0296800541151764,,,,,,,B
42435598,387180916,0,458106347,residential,1,25 mph,West 15th Street,True,False,273.3323225497332,"LINESTRING (-74.0019879 40.7404441, -74.0021253 40.7405031, -74.0021523 40.7405145, -74.0047205 40.7415989, -74.0047815 40.7416247, -74.0048213 40.7416415)",436.4077808887698,5.399455473651869,0.0002908502901106,,,,,,,C
42435599,42435603,0,"[420598337, 465098276]",secondary,"['3', '4']",25 mph,8th Avenue,True,False,75.39420089564372,"LINESTRING (-74.001555 40.74108, -74.001505 40.741149, -74.0013891 40.7413136, -74.0011637 40.7416174, -74.0011226 40.7416736)",629.8475454344033,5.327344783101793,0.0295905978402766,,,,,,,B
42435599,42439830,0,496986855,residential,,25 mph,West 16th Street,True,False,274.05326971687,"LINESTRING (-74.001555 40.74108, -74.0014186 40.7410224, -73.9999543 40.7404047, -73.9988453 40.7399368, -73.998713 40.739881)",431.7868247716403,5.38597620229462,0.0005824049603387,,,,,,,C
42435603,42429662,0,420598356,secondary,3,25 mph,8th Avenue,True,False,74.30558355700182,"LINESTRING (-74.0011226 40.7416736, -74.0010806 40.7417303, -74.0007394 40.7421974, -74.0006951 40.7422581)",621.7431186397902,5.315979871309356,0.0297047074192827,,,,,,,B
42435603,42439280,0,458106346,residential,,25 mph,West 17th Street,True,False,277.1535415587087,"LINESTRING (-74.0011226 40.7416736, -74.0012002 40.7417075, -74.001234 40.7417223, -74.0012561 40.7417316, -74.0027023 40.7423383, -74.0038329 40.7428126, -74.0038757 40.7428306, -74.0039992 40.7428829)",428.0882047713383,5.307360679346526,0.0015181739462003,,,,,,,C
42435610,42427381,0,420598349,secondary,3,25 mph,8th Avenue,True,False,73.69931975930021,"LINESTRING (-74.0002679 40.7428467, -74.0002332 40.742895, -73.999917 40.7433355, -73.9998888 40.7433748, -73.9998503 40.7434291)",623.3329781297384,5.31684842855718,0.0298997033150945,,,,,,,B
42435610,42444916,0,458106345,other,,25 mph,West 19th Street,True,False,277.9420733169388,"LINESTRING (-74.0002679 40.7428467, -74.0004045 40.7429039, -74.002975 40.7439807, -74.0031552 40.7440561)",426.7632995098703,5.31636524227115,0.0006910555934355,,,,,,,C
42435624,42437909,0,384178812,secondary,4,25 mph,West 23rd Street,False,False,277.57265584276007,"LINESTRING (-73.998472 40.7453054, -73.9986178 40.7453669, -73.9996118 40.7457871, -74.0011823 40.7464508, -74.0013497 40.7465212)",277.57265584276,1.7704996843369871,0.0002456525659158,,,,,,,B
42435624,42427427,0,420598366,secondary,4,25 mph,8th Avenue,True,False,83.86377743426881,"LINESTRING (-73.998472 40.7453054, -73.9984092 40.7453871, -73.9980681 40.7458595, -73.9980369 40.7459015, -73.9979896 40.7459651)",630.2643616022831,5.312865632182226,0.030025728657752,,,,,,,B
42435624,42437890,0,420598407,secondary,4,25 mph,West 23rd Street,False,False,273.43122825105,"LINESTRING (-73.998472 40.7453054, -73.9983423 40.7452505, -73.9957714 40.7441628, -73.9956382 40.7441065)",273.43122825105,1.7720116856089734,0.0005690217381095,,,,,,,B
42435629,42435632,0,630828583,secondary,4,25 mph,8th Avenue,True,False,80.86449535107793,"LINESTRING (-73.9975495 40.74658, -73.997505 40.7466412, -73.9971412 40.7471406, -73.9970852 40.7472165)",627.5394924380012,5.275384474883082,0.0301511083186352,,,,,,,B
42435629,42444928,0,846127260,residential,1,25 mph,West 25th Street,True,False,276.97094786397,"LINESTRING (-73.9975495 40.74658, -73.9977012 40.7466436, -73.9983206 40.7469032, -73.9986394 40.7470369, -73.9991291 40.7472422, -73.9991729 40.7472602, -74.0000176 40.7476075, -74.0002709 40.7477119, -74.0004216 40.7477909)",449.7139963856917,5.289141522177744,0.0019812451749961,,,,,,,C
42435632,42434810,0,127693383,secondary,4,25 mph,8th Avenue,True,False,78.68508124814048,"LINESTRING (-73.9970852 40.7472165, -73.9970531 40.7472616, -73.996675 40.7477809, -73.9966345 40.7478363)",939.3645973056014,10.603780721616593,0.0304409020385699,,,,,,,B
42435632,42439842,0,"[630828584, 1312939985]",residential,"['1', '2']",25 mph,West 26th Street,True,False,273.35870915693346,"LINESTRING (-73.9970852 40.7472165, -73.9969516 40.7471538, -73.9953152 40.7464657, -73.994694 40.7462031, -73.9943725 40.7460677, -73.9942525 40.7460176)",435.0452786321457,5.27899324075092,0.0003787217097465,,,,,,,C
42435633,42427812,0,"[1027181004, 127693383]",secondary,"['4', '5']",25 mph,8th Avenue,True,False,79.3234059840994,"LINESTRING (-73.996192 40.748435, -73.9961409 40.7485033, -73.9960202 40.7486647, -73.9957797 40.7489852, -73.9957286 40.749056)",651.3824238726904,5.296522746878121,0.0351322497149608,,,,,,,B
42435633,42438547,0,1088321125,residential,1,25 mph,West 28th Street,True,False,273.1332423322409,"LINESTRING (-73.996192 40.748435, -73.9960489 40.7483719, -73.9954398 40.7481072, -73.9951861 40.7480009, -73.9934848 40.7472898, -73.9933621 40.7472363)",428.4586811752605,5.024433643417685,0.0008855819025025,,,,,,,C
42435642,42444954,0,600848479,other,1,25 mph,West 33rd Street,True,False,276.96368797704446,"LINESTRING (-73.9939428 40.751532, -73.994077 40.7515879, -73.9943249 40.7516929, -73.9966743 40.7526824, -73.9968169 40.7527418)",746.2747549451739,10.439957320958698,0.0002258125259446,,,,,,,C
42435642,42435644,0,"[1207834768, 600848485]",secondary,"['3', '4']",25 mph,8th Avenue,True,False,84.62770231532225,"LINESTRING (-73.9939428 40.751532, -73.9939114 40.7515752, -73.9936882 40.7518819, -73.9935224 40.7521096, -73.993458 40.7521986)",947.0580391664208,10.260571296267878,0.0348761488439713,,,,,,,B
42435644,42437654,0,195743208,primary,4,25 mph,West 34th Street,False,False,273.7968420513875,"LINESTRING (-73.993458 40.7521986, -73.99333 40.7521481, -73.9926856 40.751884, -73.9920396 40.7516114, -73.9919575 40.7515766, -73.9918681 40.7515404, -73.9907529 40.751068, -73.9906121 40.7510092)",273.7968420513876,1.837551107501884,0.0006760288175993,,,,,,,B
42435644,42437663,0,420509471,primary,4,25 mph,West 34th Street,False,True,275.9196733782257,"LINESTRING (-73.993458 40.7521986, -73.9936074 40.752257, -73.9945223 40.7526343, -73.9946004 40.7526665, -73.994682 40.7527002, -73.9951546 40.7528987, -73.9952288 40.7529316, -73.9952991 40.7529645, -73.9956407 40.7531256, -73.9957238 40.7531612, -73.9957964 40.7531922, -73.9961585 40.7533444, -73.9963175 40.7534078)",275.9196733782257,1.682498155630522,0.0034491733394943,,,,,,,B
42435644,42435645,0,"[1027181005, 1027181006]",secondary,"['3', '2']",25 mph,8th Avenue,True,False,83.83640683695866,"LINESTRING (-73.993458 40.7521986, -73.9933974 40.7522826, -73.993172 40.752591, -73.993015 40.7528046, -73.9929759 40.7528582)",636.4475045807728,5.251409446923279,0.0349845059853526,,,,,,,B
42435645,42444960,0,542255948,other,,25 mph,West 35th Street,True,False,276.6092352094912,"LINESTRING (-73.9929759 40.7528582, -73.9930842 40.752904, -73.9931148 40.7529169, -73.9946606 40.7535692, -73.9948537 40.7536507, -73.9951877 40.7537916, -73.9952465 40.7538164, -73.9956829 40.7540017, -73.9958428 40.7540713)",443.6746762082402,5.237379792696077,0.0332220295351279,,,,,,,C
42435645,42435646,0,"[1124078896, 1207834767]",secondary,"['3', '2']",25 mph,8th Avenue,True,False,78.680915618261,"LINESTRING (-73.9929759 40.7528582, -73.9929276 40.7529246, -73.9927591 40.7531503, -73.9925697 40.7534167, -73.9925251 40.7534779)",626.6511655565457,5.251328863095131,0.0146442387341444,,,,,,,B
42435646,42439955,0,46481747,secondary,2,,West 36th Street,True,False,273.1446193107657,"LINESTRING (-73.9925251 40.7534779, -73.992391 40.7534216, -73.9915577 40.7530724, -73.9898111 40.7523403, -73.9896878 40.7522886)",432.187461864041,5.249170808387947,0.0637949441473525,,,,,,,B
42435646,42435650,0,1124078897,secondary,3,25 mph,8th Avenue,True,False,77.8436028214987,"LINESTRING (-73.9925251 40.7534779, -73.9924817 40.7535374, -73.9921193 40.7540356, -73.992079 40.754091)",627.9169477651949,5.539041940593684,0.016724331918938,,,,,,,B
42435650,4491359481,0,"[1127448896, 511755381]",secondary,2,25 mph,West 37th Street,True,False,275.0218296265061,"LINESTRING (-73.992079 40.754091, -73.9922022 40.7541431, -73.9922163 40.754149, -73.9943779 40.7550598, -73.9944919 40.7551077, -73.9947981 40.7552365, -73.9949335 40.7552917)",430.7387209601876,5.409134041865508,0.0020974678943542,,,,,,,B
42435650,42433620,0,1124078898,secondary,3,25 mph,8th Avenue,True,False,78.1220478807339,"LINESTRING (-73.992079 40.754091, -73.9920313 40.754157, -73.9916735 40.7546504, -73.991633 40.754707)",624.4848185695807,5.280359071934489,0.0179082774994693,,,,,,,B
42435654,42435657,0,125479721,secondary,4,,8th Avenue,True,False,78.50477528561858,"LINESTRING (-73.991177 40.75533, -73.9911336 40.7553899, -73.9907656 40.7558967, -73.9907278 40.7559486)",624.4316447967294,5.321029832647787,0.0160534098571892,,,,,,,B
42435654,42444985,0,"[1040888764, 505317783]",residential,"['1', '2']",,West 39th Street,True,False,274.11531688931944,"LINESTRING (-73.991177 40.75533, -73.9913007 40.755384, -73.992002 40.7556902, -73.9931035 40.7561557, -73.9938932 40.7564831, -73.9940178 40.7565324)",432.31942383819296,5.285327696971521,0.0459576916430464,,,,,,,C
42435657,42435660,0,542257430,secondary,4,,8th Avenue,True,False,78.5910788471632,"LINESTRING (-73.9907278 40.7559486, -73.9906762 40.7560183, -73.9903198 40.756507, -73.990276 40.756567)",637.9240450460316,5.268202844861557,0.0369582964707738,,,,,,,B
42435657,42439968,0,542258060,residential,,,West 40th Street,True,False,273.5238408159848,"LINESTRING (-73.9907278 40.7559486, -73.9905861 40.7558891, -73.9880168 40.7548095, -73.9878881 40.7547554)",429.4125792663632,5.364981852607804,0.0081732159929975,,,,,,,C
42435660,42445001,0,"[626739792, 1043336433, 195743210, 626739791]",other,"['1', '2']",,West 41st Street,True,False,275.53601031633724,"LINESTRING (-73.990276 40.756567, -73.9904289 40.7566313, -73.9915754 40.7571224, -73.9927303 40.7576127, -73.9929444 40.7577556, -73.9929792 40.7577774, -73.9930728 40.75784)",440.9791135768576,5.269317378640224,0.0072998433458619,,,building_passage,,,,C
42435660,42435663,0,"[195743345, 420907902]",secondary,"['3', '4']",,8th Avenue,True,False,84.60831174107734,"LINESTRING (-73.990276 40.756567, -73.9902332 40.7566259, -73.9900569 40.7568684, -73.9898567 40.7571437, -73.9897914 40.7572335)",631.5644766264929,5.2445838982017,0.0346906620797433,,,,,,,B
42435663,5849918504,0,"[125480075, 1027181007]",secondary,4,25 mph,8th Avenue,True,False,86.18262362330273,"LINESTRING (-73.9897914 40.7572335, -73.9897203 40.7573308, -73.9894354 40.757721, -73.9893398 40.7578519, -73.9892961 40.7579117)",634.5827511785651,5.330576232356463,0.0342404457880886,,,,,,,B
42435663,42437363,0,525729008,primary,4,25 mph,West 42nd Street,False,True,273.9527590132049,"LINESTRING (-73.9897914 40.7572335, -73.9896581 40.7571772, -73.9886922 40.7567704, -73.9885199 40.7566978, -73.9884184 40.7566551, -73.988328 40.756617, -73.9874841 40.7562616, -73.9872107 40.7561464, -73.9870695 40.7560868, -73.9869489 40.7560361)",273.9527590132049,1.737452159550854,0.0009396430765069,yes,,,,,,B
42435663,42437368,0,"[1320290376, 542259076, 1321771943]",primary,"['5', '2']",25 mph,West 42nd Street,False,False,274.92837139969726,"LINESTRING (-73.9897914 40.7572335, -73.9899281 40.7572884, -73.9903332 40.7574592, -73.9906145 40.7575765, -73.990666 40.7575979, -73.9912834 40.7578624, -73.9913182 40.7578771, -73.9920484 40.7581848, -73.992452 40.7583549, -73.992496 40.7583735, -73.9925338 40.7583894, -73.9926458 40.7584326)",274.9283713996973,1.737403700739334,0.0015732916903807,,,,,,,B
42435671,42439984,0,"[1117867027, 1117867026, 1198594027]",residential,1,,West 44th Street,True,False,272.7197157564356,"LINESTRING (-73.9888429 40.7585323, -73.9887219 40.7584814, -73.9871891 40.7578359, -73.9861699 40.7574076, -73.986164 40.7574052, -73.9861159 40.7573856, -73.9860883 40.7573741, -73.9860116 40.7573424)",432.4623674252021,5.276340429933516,0.0011182034362479,,,,,,,C
42435671,42432700,0,"[1198594029, 1207834766]",secondary,"['3', '2']",25 mph,8th Avenue,True,False,79.66255393460105,"LINESTRING (-73.9888429 40.7585323, -73.9887997 40.7585916, -73.9886329 40.7588204, -73.9884281 40.7591014, -73.9883858 40.7591595)",627.114788855341,5.309977716906552,0.0350695011861761,,,,,,,B
42435675,42439990,0,846142553,secondary,1,,West 46th Street,True,False,274.0344254079218,"LINESTRING (-73.9879285 40.7597869, -73.9877973 40.7597315, -73.9874205 40.7595723, -73.9872519 40.7595011, -73.9865156 40.7591968, -73.9857703 40.758886, -73.9854918 40.7587665, -73.9854346 40.7587432, -73.9851848 40.7586401, -73.9850795 40.7585968)",434.4312587260959,5.283707785847196,0.0004603124066696,,,,,,,B
42435675,42435677,0,"[1027189508, 1198594030]",secondary,"['3', '4']",25 mph,8th Avenue,True,False,78.98826378207262,"LINESTRING (-73.9879285 40.7597869, -73.9878814 40.7598511, -73.9876912 40.7601095, -73.9875105 40.7603605, -73.9874753 40.7604088)",626.1108234917186,5.269230136788901,0.034568980414476,,,,,,,B
42435677,42445020,0,452322756,residential,1,25 mph,West 47th Street,True,False,273.7677216848077,"LINESTRING (-73.9874753 40.7604088, -73.9875851 40.760455, -73.9876173 40.7604685, -73.9901804 40.7615468, -73.9903162 40.7616052)",431.33136558898354,5.3759085599688206,0.0185968090641511,,,,,,,C
42435677,42435680,0,1027189507,secondary,2,25 mph,8th Avenue,True,False,79.73122406019188,"LINESTRING (-73.9874753 40.7604088, -73.9874291 40.7604731, -73.9870584 40.7609807, -73.9870177 40.7610365)",516.7210681097831,5.028624476760715,0.0345647541337721,,,,,,,B
42435680,42428305,0,226041028,residential,2,,West 48th Street,True,False,211.62691309105296,"LINESTRING (-73.9870177 40.7610365, -73.9868876 40.7609818, -73.9857348 40.7604965, -73.9854112 40.7603603, -73.9849427 40.7601651, -73.9848206 40.7601131)",384.8253790789221,5.008658304188028,0.0008289380014012,,,,,,,C
42435680,42432589,0,"[1049888072, 420907903]",secondary,"['3', '4']",25 mph,8th Avenue,True,False,79.84027676802046,"LINESTRING (-73.9870177 40.7610365, -73.986968 40.761105, -73.9868339 40.7613013, -73.9866038 40.7616121, -73.9865661 40.7616677)",626.8881825129795,5.313984225817119,0.0341546875088047,,,,,,,B
42435684,42428308,0,194920158,secondary,2,,West 50th Street,True,False,193.02017800415308,"LINESTRING (-73.9861011 40.7622941, -73.9859593 40.7622344, -73.9858285 40.7621794, -73.9853207 40.7619657, -73.9852787 40.761948, -73.9841757 40.7614838, -73.9840983 40.7614503)",357.3415447594992,5.315937995396153,0.0023354309773227,,,,,,,B
42435684,42435687,0,1207834765,secondary,4,25 mph,8th Avenue,True,False,78.93974099219464,"LINESTRING (-73.9861011 40.7622941, -73.9860566 40.7623552, -73.985755 40.7627689, -73.9856853 40.7628646, -73.9856481 40.7629156)",626.6571913407142,5.3168739423804805,0.0325459420191854,,,,,,,B
42435687,42445025,0,"[663612299, 226041031]",residential,1,,West 51st Street,True,False,273.81772341223376,"LINESTRING (-73.9856481 40.7629156, -73.9857557 40.7629609, -73.9857872 40.7629742, -73.9872104 40.7635737, -73.9875318 40.763709, -73.9883631 40.7640594, -73.9884895 40.7641124)",431.7792089206752,5.316878189882015,0.0014615887434422,,,,,,,C
42435687,42435702,0,"[1027189509, 1027189510]",secondary,5,25 mph,8th Avenue,True,False,80.89633183403748,"LINESTRING (-73.9856481 40.7629156, -73.9856038 40.762978, -73.985466 40.7631725, -73.9852378 40.7634946, -73.9852231 40.7635153, -73.9851938 40.7635566)",456.9842649636161,5.316885983584457,0.0326038772838351,,,,,,,B
42435702,42428312,0,965833822,residential,1,25 mph,West 52nd Street,True,False,186.5316188490304,"LINESTRING (-73.9851938 40.7635566, -73.985055 40.7634982, -73.9833356 40.7627752, -73.9832608 40.7627381)",351.3489779486232,5.316886565319061,0.0013919725085136,,,,,"33'4""",,C
42435702,42435705,0,"[420890026, 1027189509]",secondary,5,25 mph,8th Avenue,True,False,77.12608808822529,"LINESTRING (-73.9851938 40.7635566, -73.9851564 40.763606, -73.984852 40.7640077, -73.9847762 40.7641116, -73.9847413 40.7641596)",624.5724383155606,5.315932995152339,0.0355254112171124,,,,,,,B
42435705,42435707,0,"[420890024, 420890028]",secondary,5,25 mph,8th Avenue,True,False,81.38950575611618,"LINESTRING (-73.9847413 40.7641596, -73.9846873 40.7642325, -73.9844363 40.7645718, -73.9843107 40.7647415, -73.9842688 40.7647981)",428.0951566873968,5.316874624942919,0.035038038874269,,,,,,,B
42435705,1815133244,0,812949647,secondary,2,,West 53rd Street,True,False,273.7727837908986,"LINESTRING (-73.9847413 40.7641596, -73.9848837 40.7642201, -73.987449 40.7653112, -73.9875752 40.7653658)",427.9257426128873,5.316530332470525,0.0008888690097166,,,,,,,B
42435707,42428315,0,324118558,secondary,2,,West 54th Street,True,False,168.90041857409474,"LINESTRING (-73.9842688 40.7647981, -73.9841453 40.7647443, -73.9841332 40.764739, -73.9826024 40.7640902, -73.9825176 40.764058)",340.58424386941823,5.316872783070164,0.001000982845057,,,,,,,B
42435707,42435710,0,"[420890025, 420890027]",secondary,5,,8th Avenue,True,False,80.69455684092293,"LINESTRING (-73.9842688 40.7647981, -73.9842285 40.7648556, -73.9839323 40.7652778, -73.98387 40.7653707, -73.9838559 40.7653917, -73.9838209 40.7654396)",630.342707141827,5.31667454030878,0.0352919092082204,,,,,,,B
42435710,42431556,0,420890029,secondary,5,,8th Avenue,True,False,75.74792535051766,"LINESTRING (-73.9838209 40.7654396, -73.9837859 40.7654863, -73.9834067 40.7659917, -73.9833766 40.7660319)",357.7682728251749,5.316742945249614,0.0351308409547262,,,,,,,B
42435710,42440960,0,499172074,residential,1,,West 55th Street,True,False,274.24907326975455,"LINESTRING (-73.9838209 40.7654396, -73.9839198 40.7654796, -73.9839479 40.765491, -73.9839794 40.7655038, -73.9842586 40.7656194, -73.9865266 40.7665782, -73.9865559 40.7665906, -73.986668 40.7666367)",436.7881907129953,5.316720901841986,0.0005556972142235,,,,,9,,C
42435714,42428329,0,196117083,primary,,,West 57th Street,False,True,94.55745542863104,"LINESTRING (-73.9828727 40.7667157, -73.9827567 40.7666664, -73.9819929 40.7663422, -73.9818927 40.7663007)",94.55745542863104,1.7692763084076968,0.0007218722235683,,,,,,,B
42435714,42435716,0,"[196117092, 420890022]",secondary,5,,8th Avenue,True,False,87.31616293740619,"LINESTRING (-73.9828727 40.7667157, -73.9827946 40.7668203, -73.9825662 40.7671259, -73.9824132 40.7673308, -73.9823637 40.7673998)",247.70242276260527,5.211617011105821,0.0323255297408069,,,,,,,B
42435714,42445037,0,"[196117084, 505582406]",primary,4,25 mph,West 57th Street,False,False,274.30433091994433,"LINESTRING (-73.9828727 40.7667157, -73.9830176 40.7667765, -73.9837188 40.7670708, -73.9837806 40.7670969, -73.9841634 40.7672587, -73.9842221 40.7672835, -73.9844113 40.7673635, -73.9855861 40.76786, -73.9856361 40.7678812, -73.9857183 40.767916)",274.3043309199444,1.7755520188325875,0.0029402000063863,,,,,,,B
42435716,42428332,0,308322446,residential,2,,West 58th Street,True,False,59.547037576443664,"LINESTRING (-73.9823637 40.7673998, -73.9822495 40.7673432, -73.9818442 40.7671783, -73.9817493 40.7671354)",275.47154812356786,5.229855909511502,0.0027528348951788,,,,,,,C
