osmid,y,x,highway,street_count,ref,junction,geometry
260122995,40.3865315,-3.7418348,,5,,,POINT (-3.7418348 40.3865315)
260123007,40.3854272,-3.743855,,3,,,POINT (-3.743855 40.3854272)
260288134,40.4052244,-3.6568684,,3,,,POINT (-3.6568684 40.4052244)
260288135,40.4053248,-3.6583621,,3,,,POINT (-3.6583621 40.4053248)
260288136,40.4053018,-3.6585839,crossing,3,,,POINT (-3.6585839 40.4053018)
260288140,40.4047883,-3.6591354,,3,,,POINT (-3.6591354 40.4047883)
260288152,40.4022464,-3.6660584,,3,,,POINT (-3.6660584 40.4022464)
260288154,40.4016278,-3.6650966,,3,,,POINT (-3.6650966 40.4016278)
260288156,40.4011296,-3.6656425,,3,,,POINT (-3.6656425 40.4011296)
260288159,40.3993233,-3.6677319,,3,,,POINT (-3.6677319 40.3993233)
260288173,40.3985581,-3.6687994,,4,,,POINT (-3.6687994 40.3985581)
260288215,40.398028,-3.6672943,,4,,,POINT (-3.6672943 40.398028)
260288217,40.3975349,-3.6677403,,3,,,POINT (-3.6677403 40.3975349)
260447541,40.4443523,-3.7273569,,3,,,POINT (-3.7273569 40.4443523)
260447593,40.4434854,-3.7291845,,3,,,POINT (-3.7291845 40.4434854)
260447784,40.4430238,-3.727115,,3,,,POINT (-3.727115 40.4430238)
260560545,40.4008576,-3.7153759,,3,,,POINT (-3.7153759 40.4008576)
260561911,40.4028171,-3.710373,,4,,,POINT (-3.710373 40.4028171)
260561912,40.4025965,-3.7109677,,4,,,POINT (-3.7109677 40.4025965)
261609116,40.3917816,-3.6752818,,3,,,POINT (-3.6752818 40.3917816)
261609452,40.3939187,-3.6740277,,3,,,POINT (-3.6740277 40.3939187)
262475891,40.4470966,-3.7350172,,3,,,POINT (-3.7350172 40.4470966)
262475893,40.4441341,-3.7326998,,3,,,POINT (-3.7326998 40.4441341)
262475895,40.4444773,-3.7330006,,3,,,POINT (-3.7330006 40.4444773)
262475896,40.4447573,-3.7330554,,3,,,POINT (-3.7330554 40.4447573)
263534692,40.404258,-3.6593942,,3,,,POINT (-3.6593942 40.404258)
263534741,40.3957712,-3.664412,,3,,,POINT (-3.664412 40.3957712)
263534742,40.4038597,-3.6596137,,4,,,POINT (-3.6596137 40.4038597)
263534748,40.3990357,-3.6607617,,3,,,POINT (-3.6607617 40.3990357)
263534749,40.3991639,-3.6612564,,3,,,POINT (-3.6612564 40.3991639)
263534750,40.3991615,-3.6614316,,3,,,POINT (-3.6614316 40.3991615)
263534752,40.3982635,-3.6627312,,4,,,POINT (-3.6627312 40.3982635)
263534753,40.3972003,-3.6632117,,4,,,POINT (-3.6632117 40.3972003)
263534756,40.396134,-3.663836,,3,,,POINT (-3.663836 40.396134)
263534836,40.3985077,-3.6638912,,4,,,POINT (-3.6638912 40.3985077)
263534837,40.3986211,-3.6645604,,3,,,POINT (-3.6645604 40.3986211)
263534840,40.399509,-3.6675218,,4,,,POINT (-3.6675218 40.399509)
263534841,40.4000929,-3.6668563,,3,,,POINT (-3.6668563 40.4000929)
263534842,40.4004379,-3.6664505,,3,,,POINT (-3.6664505 40.4004379)
263534843,40.3998766,-3.6647243,,4,,,POINT (-3.6647243 40.3998766)
263839181,40.4461645,-3.6922118,,3,,,POINT (-3.6922118 40.4461645)
263858017,40.4050952,-3.6611273,,3,,,POINT (-3.6611273 40.4050952)
263858018,40.4046376,-3.6612716,,3,,,POINT (-3.6612716 40.4046376)
263860247,40.4041228,-3.6614169,,4,,,POINT (-3.6614169 40.4041228)
263860248,40.4033574,-3.6616336,,3,,,POINT (-3.6616336 40.4033574)
263860249,40.4034612,-3.6627659,,4,,,POINT (-3.6627659 40.4034612)
263860250,40.4031068,-3.6632414,,4,,,POINT (-3.6632414 40.4031068)
263860252,40.4026686,-3.6638544,,4,,,POINT (-3.6638544 40.4026686)
263860254,40.4021366,-3.6645209,,3,,,POINT (-3.6645209 40.4021366)
263860497,40.4029694,-3.6658494,,3,,,POINT (-3.6658494 40.4029694)
263860548,40.4037809,-3.6644403,,3,,,POINT (-3.6644403 40.4037809)
264092110,40.4410169,-3.7289857,,3,,,POINT (-3.7289857 40.4410169)
264097361,40.4415649,-3.7295475,,3,,,POINT (-3.7295475 40.4415649)
265977675,40.4157644,-3.7417316,,3,,,POINT (-3.7417316 40.4157644)
265977691,40.4093648,-3.7446055,,3,,,POINT (-3.7446055 40.4093648)
265977702,40.4092954,-3.742144,,3,,,POINT (-3.742144 40.4092954)
265977705,40.4091614,-3.7406793,,3,,,POINT (-3.7406793 40.4091614)
265977738,40.4115322,-3.7392181,,3,,,POINT (-3.7392181 40.4115322)
265977753,40.4147739,-3.7344415,,3,,,POINT (-3.7344415 40.4147739)
265977756,40.4161117,-3.7359398,,3,,,POINT (-3.7359398 40.4161117)
265977758,40.4164217,-3.7339942,,3,,,POINT (-3.7339942 40.4164217)
265977759,40.4156397,-3.7319074,,3,,,POINT (-3.7319074 40.4156397)
265977768,40.4151062,-3.7370321,,3,,,POINT (-3.7370321 40.4151062)
265977783,40.4132665,-3.7406112,,3,,,POINT (-3.7406112 40.4132665)
265977787,40.4125765,-3.73951,,3,,,POINT (-3.73951 40.4125765)
265977793,40.413247,-3.7404994,,3,,,POINT (-3.7404994 40.413247)
265977808,40.4152194,-3.7306784,,3,,,POINT (-3.7306784 40.4152194)
265977809,40.4149064,-3.7302263,,3,,,POINT (-3.7302263 40.4149064)
