osmid,y,x,street_count,highway,junction,railway,geometry
676821342,48.8589848,2.3449192,3,,,,POINT (2.3449192 48.8589848)
676872460,48.8569211,2.348243,3,,,,POINT (2.348243 48.8569211)
676872598,48.8574947,2.348612,3,,,,POINT (2.348612 48.8574947)
676890545,48.8577244,2.3477767,4,traffic_signals,,,POINT (2.3477767 48.8577244)
677104497,48.8556672,2.3483197,4,traffic_signals,,,POINT (2.3483197 48.8556672)
677151951,48.8535923,2.3471139,3,traffic_signals,,,POINT (2.3471139 48.8535923)
677182851,48.85315,2.3505561,1,,,,POINT (2.3505561 48.85315)
677182855,48.85365,2.3509197,3,,,,POINT (2.3509197 48.85365)
677182858,48.8543844,2.3497523,3,,,,POINT (2.3497523 48.8543844)
677185710,48.8550649,2.3502619,4,traffic_signals,,,POINT (2.3502619 48.8550649)
677773445,48.8314042,2.2920646,3,,,,POINT (2.2920646 48.8314042)
678414455,48.8313404,2.3662781,3,traffic_signals,,,POINT (2.3662781 48.8313404)
678855680,48.8636428,2.342729,3,,,,POINT (2.342729 48.8636428)
681534715,48.8659604,2.3395712,1,,,,POINT (2.3395712 48.8659604)
682260647,48.872767,2.3894215,3,,,,POINT (2.3894215 48.872767)
682260684,48.872805,2.3895398,3,,,,POINT (2.3895398 48.872805)
682294054,48.866312,2.3341693,3,traffic_signals,,,POINT (2.3341693 48.866312)
684474620,48.8427878,2.2952579,3,,,,POINT (2.2952579 48.8427878)
684489623,48.8450444,2.289527,4,,,,POINT (2.289527 48.8450444)
685227225,48.890959,2.3579156,1,,,,POINT (2.3579156 48.890959)
685227227,48.8910317,2.3599422,3,,,,POINT (2.3599422 48.8910317)
689143329,48.8689761,2.3330281,3,,,,POINT (2.3330281 48.8689761)
690200701,48.8629791,2.3874585,4,,,,POINT (2.3874585 48.8629791)
690533001,48.8692658,2.3557375,2,,,,POINT (2.3557375 48.8692658)
690886612,48.8731807,2.3588478,3,,,,POINT (2.3588478 48.8731807)
691194134,48.8653522,2.3273072,1,,,,POINT (2.3273072 48.8653522)
691304751,48.8579579,2.380304,3,traffic_signals,,,POINT (2.380304 48.8579579)
692364452,48.8693188,2.3542978,4,traffic_signals,,,POINT (2.3542978 48.8693188)
693583565,48.8615266,2.3391476,1,,,,POINT (2.3391476 48.8615266)
695200433,48.849369,2.3457032,3,,,,POINT (2.3457032 48.849369)
697290978,48.8384055,2.388983,1,,,,POINT (2.388983 48.8384055)
697813609,48.8558253,2.3684984,4,traffic_signals,,,POINT (2.3684984 48.8558253)
697887996,48.8602794,2.3562969,3,,,,POINT (2.3562969 48.8602794)
698058860,48.8545234,2.3588347,4,,,,POINT (2.3588347 48.8545234)
699045729,48.8558238,2.3563573,4,,,,POINT (2.3563573 48.8558238)
699897363,48.8588917,2.3517027,1,,,,POINT (2.3517027 48.8588917)
702932776,48.8638213,2.3911144,3,,,,POINT (2.3911144 48.8638213)
702932983,48.8643016,2.3910003,3,,,,POINT (2.3910003 48.8643016)
702936442,48.8675282,2.3901418,1,,,,POINT (2.3901418 48.8675282)
702937926,48.8673193,2.3906787,3,,,,POINT (2.3906787 48.8673193)
702937969,48.8676473,2.3887744,2,,,,POINT (2.3887744 48.8676473)
703684349,48.832025,2.3274337,3,,,,POINT (2.3274337 48.832025)
705465617,48.8880605,2.3953825,3,,,,POINT (2.3953825 48.8880605)
705465621,48.8882821,2.3958606,3,,,,POINT (2.3958606 48.8882821)
705473369,48.8864488,2.3939571,3,,,,POINT (2.3939571 48.8864488)
706197426,48.8653721,2.3535426,4,,,,POINT (2.3535426 48.8653721)
707939385,48.8483532,2.3975149,4,crossing,,,POINT (2.3975149 48.8483532)
708253753,48.8654632,2.3560623,4,,,,POINT (2.3560623 48.8654632)
718667060,48.8686924,2.363329,3,,,,POINT (2.363329 48.8686924)
724314039,48.8760978,2.3947808,3,,,,POINT (2.3947808 48.8760978)
725031242,48.8235168,2.3194608,3,,,,POINT (2.3194608 48.8235168)
728342886,48.855024,2.326291,3,,,,POINT (2.326291 48.855024)
728342901,48.8547949,2.3268236,1,,,,POINT (2.3268236 48.8547949)
728471621,48.8647547,2.317587,3,,,,POINT (2.317587 48.8647547)
729079688,48.8375752,2.3224122,3,traffic_signals,,,POINT (2.3224122 48.8375752)
746980318,48.8574802,2.389079,1,,,,POINT (2.389079 48.8574802)
746980321,48.8582595,2.3886683,3,,,,POINT (2.3886683 48.8582595)
746988315,48.8581566,2.3881379,3,,,,POINT (2.3881379 48.8581566)
746988337,48.8573262,2.3885253,1,,,,POINT (2.3885253 48.8573262)
760289280,48.8776114,2.3654683,3,,,,POINT (2.3654683 48.8776114)
769869043,48.8317685,2.3544011,3,,,,POINT (2.3544011 48.8317685)
774707032,48.8515552,2.3853454,1,,,,POINT (2.3853454 48.8515552)
774720074,48.8567895,2.3731653,3,,,,POINT (2.3731653 48.8567895)
774720077,48.8567709,2.3742378,3,,,,POINT (2.3742378 48.8567709)
774793077,48.8588314,2.3703649,3,,,,POINT (2.3703649 48.8588314)
774793082,48.8590421,2.3714907,3,,,,POINT (2.3714907 48.8590421)
778289757,48.8652237,2.3556592,3,,,,POINT (2.3556592 48.8652237)
783324776,48.847388,2.3408835,3,traffic_signals,,,POINT (2.3408835 48.847388)
786142279,48.8520856,2.329883,5,traffic_signals,yes,,POINT (2.329883 48.8520856)
788760763,48.8397473,2.3365696,4,,,,POINT (2.3365696 48.8397473)
788761933,48.8396159,2.3365808,4,,,,POINT (2.3365808 48.8396159)
788761952,48.8396844,2.3367556,5,,,,POINT (2.3367556 48.8396844)
795606558,48.8728008,2.3543692,3,,,,POINT (2.3543692 48.8728008)
797804097,48.8900479,2.3907682,1,,,,POINT (2.3907682 48.8900479)
802783930,48.8472304,2.3163848,3,,,,POINT (2.3163848 48.8472304)
806348995,48.8750483,2.376298,2,,,,POINT (2.376298 48.8750483)
817304157,48.8732548,2.3268285,3,,,,POINT (2.3268285 48.8732548)
817304290,48.8737844,2.3268814,4,traffic_signals,,,POINT (2.3268814 48.8737844)
819175761,48.8796621,2.3268863,2,,,,POINT (2.3268863 48.8796621)
821879336,48.8834445,2.327646,3,,,,POINT (2.327646 48.8834445)
821886213,48.8836164,2.3272268,3,,,,POINT (2.3272268 48.8836164)
822185509,48.8819527,2.3145428,3,,,,POINT (2.3145428 48.8819527)
822185544,48.8817542,2.3144698,3,,,,POINT (2.3144698 48.8817542)
826278651,48.8240972,2.3277612,3,,,,POINT (2.3277612 48.8240972)
826819727,48.8775255,2.3106042,4,,,,POINT (2.3106042 48.8775255)
826819888,48.8775997,2.3104396,3,,,,POINT (2.3104396 48.8775997)
827009036,48.8232351,2.3256156,4,,,,POINT (2.3256156 48.8232351)
827009053,48.8232714,2.3254625,3,,,,POINT (2.3254625 48.8232714)
827975690,48.8804527,2.3094281,3,,yes,,POINT (2.3094281 48.8804527)
828134609,48.8745379,2.305122,3,traffic_signals,,,POINT (2.305122 48.8745379)
829132672,48.8701598,2.3013118,3,,,,POINT (2.3013118 48.8701598)
829526332,48.8706496,2.3055276,2,,,,POINT (2.3055276 48.8706496)
833088564,48.865724,2.2996413,2,,,,POINT (2.2996413 48.865724)
881040285,48.8709849,2.396911,1,,,,POINT (2.396911 48.8709849)
881040296,48.8717222,2.3960753,1,,,,POINT (2.3960753 48.8717222)
881040299,48.8719555,2.3958588,3,,,,POINT (2.3958588 48.8719555)
883295055,48.8864731,2.3693408,3,,,,POINT (2.3693408 48.8864731)
883295063,48.8866134,2.3693024,3,,,,POINT (2.3693024 48.8866134)
883296977,48.8864249,2.3691574,3,,,,POINT (2.3691574 48.8864249)
883335108,48.8829918,2.3715391,3,,,,POINT (2.3715391 48.8829918)
884159244,48.8768592,2.3744158,3,,,,POINT (2.3744158 48.8768592)
884211905,48.8912396,2.3773557,3,,,,POINT (2.3773557 48.8912396)
884214101,48.8931716,2.3798518,3,,,,POINT (2.3798518 48.8931716)
884256919,48.8894832,2.3839645,3,,,,POINT (2.3839645 48.8894832)
905147217,48.8887873,2.3796973,3,,,,POINT (2.3796973 48.8887873)
906068109,48.8752168,2.3546637,1,,,,POINT (2.3546637 48.8752168)
910585323,48.8278217,2.3301792,3,,,,POINT (2.3301792 48.8278217)
910850012,48.8734622,2.3297131,2,,,,POINT (2.3297131 48.8734622)
911767434,48.8248977,2.3938117,3,,,,POINT (2.3938117 48.8248977)
917024611,48.8853648,2.3325493,1,,,,POINT (2.3325493 48.8853648)
917024612,48.8858094,2.3325002,1,,,,POINT (2.3325002 48.8858094)
921170515,48.8247401,2.3466609,3,,,,POINT (2.3466609 48.8247401)
921170521,48.8250484,2.3466503,3,,,,POINT (2.3466503 48.8250484)
925390079,48.8641209,2.2987352,1,,,,POINT (2.2987352 48.8641209)
925849932,48.8631045,2.2921755,3,,,,POINT (2.2921755 48.8631045)
925869772,48.8671955,2.2953643,3,traffic_signals,,,POINT (2.2953643 48.8671955)
925936540,48.8626276,2.2924115,3,,,,POINT (2.2924115 48.8626276)
929193030,48.8295813,2.3298857,3,,,,POINT (2.3298857 48.8295813)
929372127,48.8664286,2.2895302,2,,,,POINT (2.2895302 48.8664286)
929442064,48.867855,2.2906023,2,,,,POINT (2.2906023 48.867855)
929508749,48.8383967,2.3567698,3,,,,POINT (2.3567698 48.8383967)
929535353,48.8640746,2.2903706,3,traffic_signals,,,POINT (2.2903706 48.8640746)
930283192,48.8287283,2.3165776,3,,,,POINT (2.3165776 48.8287283)
930283247,48.8291295,2.3064264,3,,,,POINT (2.3064264 48.8291295)
931915045,48.8281665,2.302808,3,,,,POINT (2.302808 48.8281665)
932668266,48.8396325,2.3057889,3,,,,POINT (2.3057889 48.8396325)
933223108,48.8264908,2.3712504,2,,,,POINT (2.3712504 48.8264908)
933275665,48.8398456,2.3513606,3,traffic_signals,,,POINT (2.3513606 48.8398456)
933859767,48.8926165,2.3981759,3,,,,POINT (2.3981759 48.8926165)
935170373,48.83542,2.3027019,3,,,,POINT (2.3027019 48.83542)
952053012,48.8893802,2.3894487,3,,,,POINT (2.3894487 48.8893802)
968764522,48.85696,2.3538832,2,,,,POINT (2.3538832 48.85696)
971476124,48.8765327,2.3443445,4,,,,POINT (2.3443445 48.8765327)
973809224,48.8756278,2.3802829,3,,,,POINT (2.3802829 48.8756278)
973809230,48.8755719,2.38045,1,,,,POINT (2.38045 48.8755719)
978607963,48.8402326,2.3126824,3,,,,POINT (2.3126824 48.8402326)
978607977,48.8407282,2.3120938,1,,,,POINT (2.3120938 48.8407282)
981730924,48.8780844,2.3053478,3,,,,POINT (2.3053478 48.8780844)
981730952,48.8780975,2.3051282,3,,,,POINT (2.3051282 48.8780975)
981730959,48.8780137,2.3053041,3,,,,POINT (2.3053041 48.8780137)
981836433,48.8809231,2.3328604,3,,,,POINT (2.3328604 48.8809231)
981836464,48.881413,2.3331122,1,,,,POINT (2.3331122 48.881413)
987604361,48.8788468,2.3783648,4,,,,POINT (2.3783648 48.8788468)
987604377,48.8788819,2.3785022,4,,,,POINT (2.3785022 48.8788819)
987604383,48.8786618,2.3783691,3,traffic_signals,,,POINT (2.3783691 48.8786618)
987604401,48.8790995,2.3786215,3,traffic_signals,,,POINT (2.3786215 48.8790995)
987604420,48.8789529,2.3783587,5,,,,POINT (2.3783587 48.8789529)
995792731,48.8906067,2.3639222,3,,,,POINT (2.3639222 48.8906067)
995792734,48.8912124,2.3640004,3,,,,POINT (2.3640004 48.8912124)
995792735,48.8905173,2.3646759,1,,,,POINT (2.3646759 48.8905173)
1011766261,48.8698116,2.3750656,3,,,,POINT (2.3750656 48.8698116)
1011766282,48.8707256,2.3743589,1,,,,POINT (2.3743589 48.8707256)
1014095237,48.8701304,2.3745524,1,,,,POINT (2.3745524 48.8701304)
1014095238,48.8702015,2.3747546,3,,,,POINT (2.3747546 48.8702015)
1027210649,48.8934599,2.3629526,3,,,,POINT (2.3629526 48.8934599)
1030161702,48.8866631,2.3596209,3,,,,POINT (2.3596209 48.8866631)
1030161704,48.887203,2.3597296,3,,,,POINT (2.3597296 48.887203)
1030161708,48.8872515,2.3581467,3,,,,POINT (2.3581467 48.8872515)
1033927705,48.8479484,2.3739455,3,traffic_signals,,,POINT (2.3739455 48.8479484)
1035711019,48.8845021,2.3642079,3,,,,POINT (2.3642079 48.8845021)
1035711067,48.8857576,2.3649624,3,,,,POINT (2.3649624 48.8857576)
1107432316,48.8847009,2.2991911,3,,,,POINT (2.2991911 48.8847009)
1107432319,48.8843885,2.2992521,3,,,,POINT (2.2992521 48.8843885)
1116789334,48.84171,2.3138269,3,,,,POINT (2.3138269 48.84171)
1116789367,48.8416626,2.3142512,3,,,,POINT (2.3142512 48.8416626)
1134402753,48.8468795,2.3508821,1,,,,POINT (2.3508821 48.8468795)
1134653600,48.8444244,2.3480618,3,,,,POINT (2.3480618 48.8444244)
1142933406,48.8388881,2.3397096,4,traffic_signals,,,POINT (2.3397096 48.8388881)
1142933458,48.8392558,2.3383421,3,traffic_signals,,,POINT (2.3383421 48.8392558)
1142990020,48.8399826,2.3617567,3,traffic_signals,,,POINT (2.3617567 48.8399826)
1142990067,48.8369371,2.3505865,3,,,,POINT (2.3505865 48.8369371)
1142990072,48.8434335,2.3643628,3,,,,POINT (2.3643628 48.8434335)
1142990075,48.841856,2.3631949,3,traffic_signals,,,POINT (2.3631949 48.841856)
1142990090,48.836787,2.3518495,5,traffic_signals,,,POINT (2.3518495 48.836787)
1142990096,48.83763,2.3543789,3,traffic_signals,,,POINT (2.3543789 48.83763)
1142990104,48.8371933,2.352994,3,traffic_signals,,,POINT (2.352994 48.8371933)
1142990126,48.840258,2.3619839,3,traffic_signals,,,POINT (2.3619839 48.840258)
1142990134,48.837098,2.3527005,3,,,,POINT (2.3527005 48.837098)
1142990138,48.8444364,2.3650856,3,,,,POINT (2.3650856 48.8444364)
1142990141,48.843199,2.364167,3,,,,POINT (2.364167 48.843199)
1143095752,48.8439455,2.3389998,4,traffic_signals,,,POINT (2.3389998 48.8439455)
1156315006,48.8233124,2.2916927,3,,,,POINT (2.2916927 48.8233124)
1165949167,48.8384832,2.3507814,4,traffic_signals,,,POINT (2.3507814 48.8384832)
1179777317,48.8587353,2.3032337,3,,,,POINT (2.3032337 48.8587353)
1179777383,48.8562293,2.3049068,2,traffic_signals,,,POINT (2.3049068 48.8562293)
1181634293,48.8598413,2.3006776,2,traffic_signals,,,POINT (2.3006776 48.8598413)
1183500911,48.8603474,2.3008352,2,,,,POINT (2.3008352 48.8603474)
1183501163,48.8610145,2.3013631,2,traffic_signals,,,POINT (2.3013631 48.8610145)
1203631142,48.8734427,2.3479066,3,,,,POINT (2.3479066 48.8734427)
1205055671,48.8505393,2.319867,1,,,,POINT (2.319867 48.8505393)
1211150581,48.8898349,2.3451944,1,,,,POINT (2.3451944 48.8898349)
1211150583,48.8895577,2.3470729,1,,,,POINT (2.3470729 48.8895577)
1211150595,48.8903306,2.3474093,3,,,,POINT (2.3474093 48.8903306)
1211150597,48.8898064,2.3459894,3,,,,POINT (2.3459894 48.8898064)
1212027401,48.8667885,2.3220891,4,,,,POINT (2.3220891 48.8667885)
1215414290,48.8477725,2.3111146,3,,,,POINT (2.3111146 48.8477725)
1215415075,48.8478349,2.3113016,3,,,,POINT (2.3113016 48.8478349)
1219805698,48.8467839,2.3121573,3,,,,POINT (2.3121573 48.8467839)
1219805874,48.8467349,2.3119367,3,,,,POINT (2.3119367 48.8467349)
1227287667,48.8738617,2.3363007,3,crossing,,,POINT (2.3363007 48.8738617)
1232772852,48.8733629,2.3343993,3,,,,POINT (2.3343993 48.8733629)
1232772930,48.8734802,2.3343962,3,,,,POINT (2.3343962 48.8734802)
1232773337,48.8742646,2.3344515,3,,,,POINT (2.3344515 48.8742646)
1232773567,48.8742811,2.3338672,3,,,,POINT (2.3338672 48.8742811)
1233136932,48.8783427,2.3376373,3,,,,POINT (2.3376373 48.8783427)
1233137081,48.878325,2.3375301,3,,,,POINT (2.3375301 48.878325)
1234055342,48.8821763,2.3336575,3,,,,POINT (2.3336575 48.8821763)
1235277169,48.8797846,2.3424149,1,,,,POINT (2.3424149 48.8797846)
1235277193,48.8794474,2.342282,3,,,,POINT (2.342282 48.8794474)
1236456890,48.88168,2.3451768,2,,,,POINT (2.3451768 48.88168)
1242286080,48.8748812,2.3477004,1,,,,POINT (2.3477004 48.8748812)
1242438484,48.8731254,2.3431699,3,,,,POINT (2.3431699 48.8731254)
1254700857,48.8862983,2.362837,3,,,,POINT (2.362837 48.8862983)
1271049021,48.8437738,2.3145177,1,,,,POINT (2.3145177 48.8437738)
1274890255,48.8839821,2.3512949,3,traffic_signals,,,POINT (2.3512949 48.8839821)
1277048051,48.8779199,2.3965235,3,,,,POINT (2.3965235 48.8779199)
1277048061,48.8780593,2.3963643,3,,,,POINT (2.3963643 48.8780593)
1280606637,48.8760969,2.3608924,3,,,,POINT (2.3608924 48.8760969)
1282530586,48.8440259,2.3790772,3,,,,POINT (2.3790772 48.8440259)
1287933963,48.8442761,2.3149647,1,,,,POINT (2.3149647 48.8442761)
1289287540,48.8672083,2.3784079,1,,,,POINT (2.3784079 48.8672083)
1289850455,48.845109,2.311115,4,crossing,,,POINT (2.311115 48.845109)
1291120168,48.8675815,2.3716485,1,,,,POINT (2.3716485 48.8675815)
1294327278,48.846517,2.3172163,3,,,,POINT (2.3172163 48.846517)
1298778129,48.8662918,2.374882,1,,,,POINT (2.374882 48.8662918)
1298884223,48.86102,2.3884477,3,,,,POINT (2.3884477 48.86102)
1299921050,48.8529627,2.3969494,3,,,,POINT (2.3969494 48.8529627)
1300079997,48.8578106,2.3919871,3,,,,POINT (2.3919871 48.8578106)
1300983661,48.8586563,2.3861944,3,,,,POINT (2.3861944 48.8586563)
1300983780,48.8587225,2.38645,1,,,,POINT (2.38645 48.8587225)
1300983785,48.8588895,2.3870957,3,,,,POINT (2.3870957 48.8588895)
1300983814,48.8588449,2.3869233,1,,,,POINT (2.3869233 48.8588449)
1312774947,48.8538863,2.3727982,2,,,,POINT (2.3727982 48.8538863)
1313369659,48.8409252,2.3783517,3,,,,POINT (2.3783517 48.8409252)
1342011469,48.8765873,2.3465562,1,,,,POINT (2.3465562 48.8765873)
1347288495,48.8253116,2.3375299,3,,,,POINT (2.3375299 48.8253116)
1352887786,48.8506177,2.3754095,3,,,,POINT (2.3754095 48.8506177)
1352887831,48.8508158,2.3758381,3,,,,POINT (2.3758381 48.8508158)
1352887848,48.8508417,2.3756268,3,,,,POINT (2.3756268 48.8508417)
1352887875,48.8508783,2.3756654,3,,,,POINT (2.3756654 48.8508783)
1363278738,48.8942145,2.2985683,3,,,,POINT (2.2985683 48.8942145)
1363470287,48.8278756,2.3266341,3,,,,POINT (2.3266341 48.8278756)
1363605809,48.8350836,2.3296485,3,,,,POINT (2.3296485 48.8350836)
1363605811,48.8351072,2.3290377,3,,,,POINT (2.3290377 48.8351072)
1369651401,48.8849675,2.2966372,3,,,,POINT (2.2966372 48.8849675)
1369651515,48.8853379,2.2974805,3,,,,POINT (2.2974805 48.8853379)
1369651732,48.8868745,2.297754,3,crossing,,,POINT (2.297754 48.8868745)
1369651947,48.8884318,2.2988408,3,,,,POINT (2.2988408 48.8884318)
1369652299,48.8901151,2.3048914,3,,,,POINT (2.3048914 48.8901151)
1369652381,48.8905755,2.3071095,3,,,,POINT (2.3071095 48.8905755)
1369652428,48.8905968,2.3068268,3,,,,POINT (2.3068268 48.8905968)
1370190436,48.8506622,2.3788135,3,traffic_signals,,,POINT (2.3788135 48.8506622)
1376158934,48.845087,2.3892193,3,,,,POINT (2.3892193 48.845087)
1376158935,48.8450512,2.3884118,1,,,,POINT (2.3884118 48.8450512)
1376730500,48.8443395,2.3787316,1,,,,POINT (2.3787316 48.8443395)
1390845025,48.8322398,2.3908291,1,,,,POINT (2.3908291 48.8322398)
1395428384,48.8416955,2.3869707,3,,,,POINT (2.3869707 48.8416955)
1420142600,48.8452697,2.3683541,4,,,,POINT (2.3683541 48.8452697)
1425637956,48.8405345,2.3865248,3,,,,POINT (2.3865248 48.8405345)
1447503261,48.8376814,2.3971303,1,,,,POINT (2.3971303 48.8376814)
1455771824,48.8271376,2.3799383,2,crossing,,,POINT (2.3799383 48.8271376)
1455773025,48.8312101,2.3779028,3,,,,POINT (2.3779028 48.8312101)
1461078924,48.8273784,2.2921344,3,,,,POINT (2.2921344 48.8273784)
1461082743,48.8301515,2.2958353,3,,,,POINT (2.2958353 48.8301515)
1461082745,48.8298883,2.2957757,4,,,,POINT (2.2957757 48.8298883)
1481263033,48.8526541,2.3331658,4,traffic_signals,yes,,POINT (2.3331658 48.8526541)
1519498106,48.8725852,2.3357965,3,,,,POINT (2.3357965 48.8725852)
1519498112,48.8726327,2.3354496,3,,,,POINT (2.3354496 48.8726327)
1524568727,48.8649103,2.3176238,3,,,,POINT (2.3176238 48.8649103)
1577486292,48.8734835,2.3831002,3,,,,POINT (2.3831002 48.8734835)
1577984874,48.8752443,2.3952005,3,traffic_signals,,,POINT (2.3952005 48.8752443)
1579623649,48.8248773,2.3237657,2,crossing,,,POINT (2.3237657 48.8248773)
1585999238,48.8841371,2.3668218,3,crossing,,,POINT (2.3668218 48.8841371)
1588595435,48.8569394,2.3682244,3,,,,POINT (2.3682244 48.8569394)
1588595442,48.8571169,2.3688565,4,traffic_signals,,,POINT (2.3688565 48.8571169)
1588601898,48.8585562,2.3678345,3,,,,POINT (2.3678345 48.8585562)
1604134430,48.8826773,2.3445712,3,,,,POINT (2.3445712 48.8826773)
1630463677,48.8289476,2.3503827,1,,,,POINT (2.3503827 48.8289476)
1631336631,48.8944912,2.3705585,3,crossing,,,POINT (2.3705585 48.8944912)
1651614432,48.8405401,2.3788368,3,,,,POINT (2.3788368 48.8405401)
1651614448,48.8403945,2.3798292,3,,,,POINT (2.3798292 48.8403945)
1651614452,48.8403281,2.3788013,3,,,,POINT (2.3788013 48.8403281)
1651629102,48.8404839,2.3793033,4,,,,POINT (2.3793033 48.8404839)
1651629113,48.840326,2.3793673,3,,,,POINT (2.3793673 48.840326)
1666520351,48.8294991,2.3689299,4,,,,POINT (2.3689299 48.8294991)
1666520418,48.8303423,2.3704319,4,,,,POINT (2.3704319 48.8303423)
1666520430,48.8311558,2.3691837,3,,,,POINT (2.3691837 48.8311558)
1666520431,48.8317593,2.3682701,3,,,,POINT (2.3682701 48.8317593)
1666564768,48.835349,2.3688832,3,traffic_signals;crossing,,,POINT (2.3688832 48.835349)
1668388870,48.8954487,2.3593338,3,crossing,,,POINT (2.3593338 48.8954487)
1673951956,48.8907927,2.3453313,4,,,,POINT (2.3453313 48.8907927)
1673951972,48.8907735,2.3455484,3,,,,POINT (2.3455484 48.8907735)
1673951981,48.8908146,2.3454576,3,,,,POINT (2.3454576 48.8908146)
1673951987,48.890719,2.3453849,3,,,,POINT (2.3453849 48.890719)
1673951991,48.8907123,2.3455711,3,,,,POINT (2.3455711 48.8907123)
1675158635,48.8831872,2.349868,3,,,,POINT (2.349868 48.8831872)
1686421260,48.8430984,2.3166279,3,traffic_signals,,,POINT (2.3166279 48.8430984)
1686421262,48.8430999,2.316869,3,,,,POINT (2.316869 48.8430999)
1686421273,48.8431691,2.3167,3,,,,POINT (2.3167 48.8431691)
1701682702,48.8275733,2.3542264,3,,,,POINT (2.3542264 48.8275733)
1701682734,48.8283266,2.356611,3,traffic_signals,,,POINT (2.356611 48.8283266)
1714196616,48.84548,2.3710501,3,crossing,,,POINT (2.3710501 48.84548)
1714196619,48.8455652,2.3712035,4,,,,POINT (2.3712035 48.8455652)
1714196626,48.8480159,2.3676438,3,,,,POINT (2.3676438 48.8480159)
1716004194,48.8612247,2.3454764,3,,,,POINT (2.3454764 48.8612247)
1716016302,48.8630687,2.3465353,3,,,,POINT (2.3465353 48.8630687)
1731116552,48.8334887,2.3528187,1,,,,POINT (2.3528187 48.8334887)
1731116570,48.8339453,2.3538424,3,,,,POINT (2.3538424 48.8339453)
1731209419,48.8346586,2.3533409,3,,,,POINT (2.3533409 48.8346586)
1731214121,48.832046,2.3528241,3,,,,POINT (2.3528241 48.832046)
1731214122,48.8322237,2.3529063,3,,,,POINT (2.3529063 48.8322237)
1732756156,48.8270839,2.3250734,3,,,,POINT (2.3250734 48.8270839)
1736247083,48.8860837,2.3566025,3,,,,POINT (2.3566025 48.8860837)
1736247101,48.8848658,2.3552509,3,,,,POINT (2.3552509 48.8848658)
1736247102,48.8850696,2.3551805,3,,,,POINT (2.3551805 48.8850696)
1736637844,48.8267845,2.3790541,3,,,,POINT (2.3790541 48.8267845)
1736637853,48.8273392,2.3772875,3,,,,POINT (2.3772875 48.8273392)
1740740121,48.8397156,2.321802,3,,,,POINT (2.321802 48.8397156)
1747138953,48.878283,2.3731145,3,,,,POINT (2.3731145 48.878283)
1754351082,48.8275799,2.2928982,3,,,,POINT (2.2928982 48.8275799)
1754652819,48.8670577,2.3495472,2,,,,POINT (2.3495472 48.8670577)
1755368761,48.8280662,2.3032736,3,,,,POINT (2.3032736 48.8280662)
1756717208,48.8437912,2.3549397,3,traffic_signals,,,POINT (2.3549397 48.8437912)
1756731567,48.8450702,2.2974679,3,traffic_signals,,,POINT (2.2974679 48.8450702)
1756761482,48.8508803,2.3412914,3,traffic_signals,,,POINT (2.3412914 48.8508803)
1756761496,48.852902,2.3369916,4,traffic_signals,,,POINT (2.3369916 48.852902)
1756949012,48.8556694,2.3367144,3,,,,POINT (2.3367144 48.8556694)
1756949013,48.8571228,2.3365131,3,,,,POINT (2.3365131 48.8571228)
1756960193,48.8516952,2.3190314,4,traffic_signals,,,POINT (2.3190314 48.8516952)
1756960219,48.8581579,2.3227975,4,traffic_signals,,,POINT (2.3227975 48.8581579)
1757030783,48.8713841,2.3025722,3,,,,POINT (2.3025722 48.8713841)
1757087085,48.8722245,2.3125564,3,,,,POINT (2.3125564 48.8722245)
1757087088,48.8728365,2.3107374,4,traffic_signals,,,POINT (2.3107374 48.8728365)
1757649347,48.8723622,2.3374236,4,traffic_signals,,,POINT (2.3374236 48.8723622)
1757697264,48.8742768,2.3626226,3,,,,POINT (2.3626226 48.8742768)
1757697270,48.877835,2.3616087,3,,,,POINT (2.3616087 48.877835)
1757697274,48.879251,2.3629019,3,traffic_signals,,,POINT (2.3629019 48.879251)
1757697276,48.8816108,2.3657877,4,traffic_signals,,,POINT (2.3657877 48.8816108)
1759328491,48.889006,2.3195393,4,,,,POINT (2.3195393 48.889006)
1759389841,48.8532983,2.3787298,3,,,,POINT (2.3787298 48.8532983)
1759389846,48.8540705,2.3826637,3,,,,POINT (2.3826637 48.8540705)
1759389847,48.8545537,2.3847048,3,,,,POINT (2.3847048 48.8545537)
1759389853,48.8557622,2.3913328,4,,,,POINT (2.3913328 48.8557622)
1759468562,48.8251537,2.3607198,3,,,,POINT (2.3607198 48.8251537)
1759468653,48.8343587,2.3535549,3,traffic_signals,,,POINT (2.3535549 48.8343587)
1759758109,48.8459633,2.2987254,4,traffic_signals,,,POINT (2.2987254 48.8459633)
1759758110,48.8463269,2.2992442,3,,,,POINT (2.2992442 48.8463269)
1761555130,48.8619968,2.3769795,4,traffic_signals,,,POINT (2.3769795 48.8619968)
1761689682,48.824698,2.3258924,3,crossing;traffic_signals,,,POINT (2.3258924 48.824698)
1762423633,48.8333941,2.3098061,3,,yes,,POINT (2.3098061 48.8333941)
1762544614,48.8849907,2.383273,4,,,,POINT (2.383273 48.8849907)
1762593000,48.8859787,2.350098,3,,,,POINT (2.350098 48.8859787)
1762593003,48.8867071,2.3507436,4,,,,POINT (2.3507436 48.8867071)
1762593007,48.8879522,2.3513672,3,,,,POINT (2.3513672 48.8879522)
1764475082,48.8850843,2.3340197,3,,,,POINT (2.3340197 48.8850843)
1767757740,48.8405111,2.379275,3,,,,POINT (2.379275 48.8405111)
